Køn,Alder,Dødsårsag,År,Antal
Mænd,65-69 år,Akut luftvejsinfektion og influenza,1997,1
Mænd,65-69 år,Akut luftvejsinfektion og influenza,1998,0
Mænd,65-69 år,Akut luftvejsinfektion og influenza,1999,4
Mænd,65-69 år,Akut luftvejsinfektion og influenza,2000,3
Mænd,65-69 år,Akut luftvejsinfektion og influenza,2001,0
Mænd,65-69 år,Akut luftvejsinfektion og influenza,2002,3
Mænd,65-69 år,Akut luftvejsinfektion og influenza,2003,1
Mænd,65-69 år,Akut luftvejsinfektion og influenza,2004,1
Mænd,65-69 år,Akut luftvejsinfektion og influenza,2005,0
Mænd,65-69 år,Akut luftvejsinfektion og influenza,2006,0
Mænd,65-69 år,Akut luftvejsinfektion og influenza,2007,1
Mænd,65-69 år,Akut luftvejsinfektion og influenza,2008,1
Mænd,65-69 år,Akut luftvejsinfektion og influenza,2009,0
Mænd,65-69 år,Akut luftvejsinfektion og influenza,2010,0
Mænd,65-69 år,Akut luftvejsinfektion og influenza,2011,2
Mænd,65-69 år,Akut luftvejsinfektion og influenza,2012,1
Mænd,65-69 år,Akut luftvejsinfektion og influenza,2013,1
Mænd,65-69 år,Akut luftvejsinfektion og influenza,2014,4
Mænd,65-69 år,Lungebetændelse,1982,44
Mænd,65-69 år,Lungebetændelse,1983,37
Mænd,65-69 år,Lungebetændelse,1984,35
Mænd,65-69 år,Lungebetændelse,1985,27
Mænd,65-69 år,Lungebetændelse,1986,39
Mænd,65-69 år,Lungebetændelse,1987,17
Mænd,65-69 år,Lungebetændelse,1988,26
Mænd,65-69 år,Lungebetændelse,1989,29
Mænd,65-69 år,Lungebetændelse,1990,28
Mænd,65-69 år,Lungebetændelse,1991,25
Mænd,65-69 år,Lungebetændelse,1992,21
Mænd,65-69 år,Lungebetændelse,1993,38
Mænd,65-69 år,Lungebetændelse,1994,27
Mænd,65-69 år,Lungebetændelse,1995,39
Mænd,65-69 år,Lungebetændelse,1996,50
Mænd,65-69 år,Lungebetændelse,1997,23
Mænd,65-69 år,Lungebetændelse,1998,16
Mænd,65-69 år,Lungebetændelse,1999,21
Mænd,65-69 år,Lungebetændelse,2000,11
Mænd,65-69 år,Lungebetændelse,2001,10
Mænd,65-69 år,Lungebetændelse,2002,34
Mænd,65-69 år,Lungebetændelse,2003,34
Mænd,65-69 år,Lungebetændelse,2004,45
Mænd,65-69 år,Lungebetændelse,2005,27
Mænd,65-69 år,Lungebetændelse,2006,26
Mænd,65-69 år,Lungebetændelse,2007,36
Mænd,65-69 år,Lungebetændelse,2008,36
Mænd,65-69 år,Lungebetændelse,2009,51
Mænd,65-69 år,Lungebetændelse,2010,45
Mænd,65-69 år,Lungebetændelse,2011,31
Mænd,65-69 år,Lungebetændelse,2012,39
Mænd,65-69 år,Lungebetændelse,2013,44
Mænd,65-69 år,Lungebetændelse,2014,37
Mænd,65-69 år,"Bronkitis, udvidede lunger og astma",1982,173
Mænd,65-69 år,"Bronkitis, udvidede lunger og astma",1983,188
Mænd,65-69 år,"Bronkitis, udvidede lunger og astma",1984,193
Mænd,65-69 år,"Bronkitis, udvidede lunger og astma",1985,228
Mænd,65-69 år,"Bronkitis, udvidede lunger og astma",1986,216
Mænd,65-69 år,"Bronkitis, udvidede lunger og astma",1987,195
Mænd,65-69 år,"Bronkitis, udvidede lunger og astma",1988,242
Mænd,65-69 år,"Bronkitis, udvidede lunger og astma",1989,208
Mænd,65-69 år,"Bronkitis, udvidede lunger og astma",1990,219
Mænd,65-69 år,"Bronkitis, udvidede lunger og astma",1991,208
Mænd,65-69 år,"Bronkitis, udvidede lunger og astma",1992,194
Mænd,65-69 år,"Bronkitis, udvidede lunger og astma",1993,195
Mænd,65-69 år,"Bronkitis, udvidede lunger og astma",1994,197
Mænd,65-69 år,"Bronkitis, udvidede lunger og astma",1995,195
Mænd,65-69 år,"Bronkitis, udvidede lunger og astma",1996,171
Mænd,65-69 år,"Bronkitis, udvidede lunger og astma",1997,205
Mænd,65-69 år,"Bronkitis, udvidede lunger og astma",1998,232
Mænd,65-69 år,"Bronkitis, udvidede lunger og astma",1999,191
Mænd,65-69 år,"Bronkitis, udvidede lunger og astma",2000,191
Mænd,65-69 år,"Bronkitis, udvidede lunger og astma",2001,171
Mænd,65-69 år,"Bronkitis, udvidede lunger og astma",2002,175
Mænd,65-69 år,"Bronkitis, udvidede lunger og astma",2003,137
Mænd,65-69 år,"Bronkitis, udvidede lunger og astma",2004,117
Mænd,65-69 år,"Bronkitis, udvidede lunger og astma",2005,110
Mænd,65-69 år,"Bronkitis, udvidede lunger og astma",2006,113
Mænd,65-69 år,"Bronkitis, udvidede lunger og astma",2007,97
Mænd,65-69 år,"Bronkitis, udvidede lunger og astma",2008,132
Mænd,65-69 år,"Bronkitis, udvidede lunger og astma",2009,122
Mænd,65-69 år,"Bronkitis, udvidede lunger og astma",2010,156
Mænd,65-69 år,"Bronkitis, udvidede lunger og astma",2011,137
Mænd,65-69 år,"Bronkitis, udvidede lunger og astma",2012,136
Mænd,65-69 år,"Bronkitis, udvidede lunger og astma",2013,141
Mænd,65-69 år,"Bronkitis, udvidede lunger og astma",2014,147
Mænd,65-69 år,Anden sygdomme i åndedrætsorganer,1982,23
Mænd,65-69 år,Anden sygdomme i åndedrætsorganer,1983,17
Mænd,65-69 år,Anden sygdomme i åndedrætsorganer,1984,12
Mænd,65-69 år,Anden sygdomme i åndedrætsorganer,1985,16
Mænd,65-69 år,Anden sygdomme i åndedrætsorganer,1986,21
Mænd,65-69 år,Anden sygdomme i åndedrætsorganer,1987,22
Mænd,65-69 år,Anden sygdomme i åndedrætsorganer,1988,13
Mænd,65-69 år,Anden sygdomme i åndedrætsorganer,1989,20
Mænd,65-69 år,Anden sygdomme i åndedrætsorganer,1990,26
Mænd,65-69 år,Anden sygdomme i åndedrætsorganer,1991,19
Mænd,65-69 år,Anden sygdomme i åndedrætsorganer,1992,18
Mænd,65-69 år,Anden sygdomme i åndedrætsorganer,1993,16
Mænd,65-69 år,Anden sygdomme i åndedrætsorganer,1994,22
Mænd,65-69 år,Anden sygdomme i åndedrætsorganer,1995,20
Mænd,65-69 år,Anden sygdomme i åndedrætsorganer,1996,17
Mænd,65-69 år,Anden sygdomme i åndedrætsorganer,1997,22
Mænd,65-69 år,Anden sygdomme i åndedrætsorganer,1998,13
Mænd,65-69 år,Anden sygdomme i åndedrætsorganer,1999,17
Mænd,65-69 år,Anden sygdomme i åndedrætsorganer,2000,13
Mænd,65-69 år,Anden sygdomme i åndedrætsorganer,2001,16
Mænd,65-69 år,Anden sygdomme i åndedrætsorganer,2002,15
Mænd,65-69 år,Anden sygdomme i åndedrætsorganer,2003,27
Mænd,65-69 år,Anden sygdomme i åndedrætsorganer,2004,15
Mænd,65-69 år,Anden sygdomme i åndedrætsorganer,2005,22
Mænd,65-69 år,Anden sygdomme i åndedrætsorganer,2006,22
Mænd,65-69 år,Anden sygdomme i åndedrætsorganer,2007,15
Mænd,65-69 år,Anden sygdomme i åndedrætsorganer,2008,23
Mænd,65-69 år,Anden sygdomme i åndedrætsorganer,2009,22
Mænd,65-69 år,Anden sygdomme i åndedrætsorganer,2010,32
Mænd,65-69 år,Anden sygdomme i åndedrætsorganer,2011,23
Mænd,65-69 år,Anden sygdomme i åndedrætsorganer,2012,26
Mænd,65-69 år,Anden sygdomme i åndedrætsorganer,2013,31
Mænd,65-69 år,Anden sygdomme i åndedrætsorganer,2014,30
Mænd,65-69 år,"Sygdomme i mund, spiserør og mavesæk",1982,27
Mænd,65-69 år,"Sygdomme i mund, spiserør og mavesæk",1983,21
Mænd,65-69 år,"Sygdomme i mund, spiserør og mavesæk",1984,23
Mænd,65-69 år,"Sygdomme i mund, spiserør og mavesæk",1985,15
Mænd,65-69 år,"Sygdomme i mund, spiserør og mavesæk",1986,24
Mænd,65-69 år,"Sygdomme i mund, spiserør og mavesæk",1987,15
Mænd,65-69 år,"Sygdomme i mund, spiserør og mavesæk",1988,19
Mænd,65-69 år,"Sygdomme i mund, spiserør og mavesæk",1989,21
Mænd,65-69 år,"Sygdomme i mund, spiserør og mavesæk",1990,29
Mænd,65-69 år,"Sygdomme i mund, spiserør og mavesæk",1991,19
Mænd,65-69 år,"Sygdomme i mund, spiserør og mavesæk",1992,20
Mænd,65-69 år,"Sygdomme i mund, spiserør og mavesæk",1993,23
Mænd,65-69 år,"Sygdomme i mund, spiserør og mavesæk",1994,19
Mænd,65-69 år,"Sygdomme i mund, spiserør og mavesæk",1995,27
Mænd,65-69 år,"Sygdomme i mund, spiserør og mavesæk",1996,20
Mænd,65-69 år,"Sygdomme i mund, spiserør og mavesæk",1997,12
Mænd,65-69 år,"Sygdomme i mund, spiserør og mavesæk",1998,26
Mænd,65-69 år,"Sygdomme i mund, spiserør og mavesæk",1999,17
Mænd,65-69 år,"Sygdomme i mund, spiserør og mavesæk",2000,23
Mænd,65-69 år,"Sygdomme i mund, spiserør og mavesæk",2001,18
Mænd,65-69 år,"Sygdomme i mund, spiserør og mavesæk",2002,18
Mænd,65-69 år,"Sygdomme i mund, spiserør og mavesæk",2003,25
Mænd,65-69 år,"Sygdomme i mund, spiserør og mavesæk",2004,16
Mænd,65-69 år,"Sygdomme i mund, spiserør og mavesæk",2005,14
Mænd,65-69 år,"Sygdomme i mund, spiserør og mavesæk",2006,17
Mænd,65-69 år,"Sygdomme i mund, spiserør og mavesæk",2007,18
Mænd,65-69 år,"Sygdomme i mund, spiserør og mavesæk",2008,16
Mænd,65-69 år,"Sygdomme i mund, spiserør og mavesæk",2009,15
Mænd,65-69 år,"Sygdomme i mund, spiserør og mavesæk",2010,22
Mænd,65-69 år,"Sygdomme i mund, spiserør og mavesæk",2011,24
Mænd,65-69 år,"Sygdomme i mund, spiserør og mavesæk",2012,14
Mænd,65-69 år,"Sygdomme i mund, spiserør og mavesæk",2013,17
Mænd,65-69 år,"Sygdomme i mund, spiserør og mavesæk",2014,9
Mænd,65-69 år,Sygdomme i lever og galdeveje,1982,44
Mænd,65-69 år,Sygdomme i lever og galdeveje,1983,55
Mænd,65-69 år,Sygdomme i lever og galdeveje,1984,54
Mænd,65-69 år,Sygdomme i lever og galdeveje,1985,60
Mænd,65-69 år,Sygdomme i lever og galdeveje,1986,58
Mænd,65-69 år,Sygdomme i lever og galdeveje,1987,59
Mænd,65-69 år,Sygdomme i lever og galdeveje,1988,65
Mænd,65-69 år,Sygdomme i lever og galdeveje,1989,67
Mænd,65-69 år,Sygdomme i lever og galdeveje,1990,64
Mænd,65-69 år,Sygdomme i lever og galdeveje,1991,50
Mænd,65-69 år,Sygdomme i lever og galdeveje,1992,68
Mænd,65-69 år,Sygdomme i lever og galdeveje,1993,54
Mænd,65-69 år,Sygdomme i lever og galdeveje,1994,83
Mænd,65-69 år,Sygdomme i lever og galdeveje,1995,63
Mænd,65-69 år,Sygdomme i lever og galdeveje,1996,64
Mænd,65-69 år,Sygdomme i lever og galdeveje,1997,75
Mænd,65-69 år,Sygdomme i lever og galdeveje,1998,68
Mænd,65-69 år,Sygdomme i lever og galdeveje,1999,83
Mænd,65-69 år,Sygdomme i lever og galdeveje,2000,75
Mænd,65-69 år,Sygdomme i lever og galdeveje,2001,58
Mænd,65-69 år,Sygdomme i lever og galdeveje,2002,69
Mænd,65-69 år,Sygdomme i lever og galdeveje,2003,72
Mænd,65-69 år,Sygdomme i lever og galdeveje,2004,60
Mænd,65-69 år,Sygdomme i lever og galdeveje,2005,84
Mænd,65-69 år,Sygdomme i lever og galdeveje,2006,73
Mænd,65-69 år,Sygdomme i lever og galdeveje,2007,79
Mænd,65-69 år,Sygdomme i lever og galdeveje,2008,91
Mænd,65-69 år,Sygdomme i lever og galdeveje,2009,96
Mænd,65-69 år,Sygdomme i lever og galdeveje,2010,111
Mænd,65-69 år,Sygdomme i lever og galdeveje,2011,82
Mænd,65-69 år,Sygdomme i lever og galdeveje,2012,110
Mænd,65-69 år,Sygdomme i lever og galdeveje,2013,97
Mænd,65-69 år,Sygdomme i lever og galdeveje,2014,80
Mænd,65-69 år,Anden sygdomme i fordøjelsesorganer,1982,23
Mænd,65-69 år,Anden sygdomme i fordøjelsesorganer,1983,26
Mænd,65-69 år,Anden sygdomme i fordøjelsesorganer,1984,23
Mænd,65-69 år,Anden sygdomme i fordøjelsesorganer,1985,32
Mænd,65-69 år,Anden sygdomme i fordøjelsesorganer,1986,36
Mænd,65-69 år,Anden sygdomme i fordøjelsesorganer,1987,29
Mænd,65-69 år,Anden sygdomme i fordøjelsesorganer,1988,29
Mænd,65-69 år,Anden sygdomme i fordøjelsesorganer,1989,30
Mænd,65-69 år,Anden sygdomme i fordøjelsesorganer,1990,32
Mænd,65-69 år,Anden sygdomme i fordøjelsesorganer,1991,25
Mænd,65-69 år,Anden sygdomme i fordøjelsesorganer,1992,30
Mænd,65-69 år,Anden sygdomme i fordøjelsesorganer,1993,43
Mænd,65-69 år,Anden sygdomme i fordøjelsesorganer,1994,42
Mænd,65-69 år,Anden sygdomme i fordøjelsesorganer,1995,38
Mænd,65-69 år,Anden sygdomme i fordøjelsesorganer,1996,37
Mænd,65-69 år,Anden sygdomme i fordøjelsesorganer,1997,41
Mænd,65-69 år,Anden sygdomme i fordøjelsesorganer,1998,43
Mænd,65-69 år,Anden sygdomme i fordøjelsesorganer,1999,37
Mænd,65-69 år,Anden sygdomme i fordøjelsesorganer,2000,49
Mænd,65-69 år,Anden sygdomme i fordøjelsesorganer,2001,33
Mænd,65-69 år,Anden sygdomme i fordøjelsesorganer,2002,42
Mænd,65-69 år,Anden sygdomme i fordøjelsesorganer,2003,39
Mænd,65-69 år,Anden sygdomme i fordøjelsesorganer,2004,40
Mænd,65-69 år,Anden sygdomme i fordøjelsesorganer,2005,48
Mænd,65-69 år,Anden sygdomme i fordøjelsesorganer,2006,59
Mænd,65-69 år,Anden sygdomme i fordøjelsesorganer,2007,28
Mænd,65-69 år,Anden sygdomme i fordøjelsesorganer,2008,40
Mænd,65-69 år,Anden sygdomme i fordøjelsesorganer,2009,38
Mænd,65-69 år,Anden sygdomme i fordøjelsesorganer,2010,44
Mænd,65-69 år,Anden sygdomme i fordøjelsesorganer,2011,36
Mænd,65-69 år,Anden sygdomme i fordøjelsesorganer,2012,50
Mænd,65-69 år,Anden sygdomme i fordøjelsesorganer,2013,38
Mænd,65-69 år,Anden sygdomme i fordøjelsesorganer,2014,45
Mænd,65-69 år,Nyrebetændelse,1982,6
Mænd,65-69 år,Nyrebetændelse,1983,7
Mænd,65-69 år,Nyrebetændelse,1984,6
Mænd,65-69 år,Nyrebetændelse,1985,3
Mænd,65-69 år,Nyrebetændelse,1986,5
Mænd,65-69 år,Nyrebetændelse,1987,4
Mænd,65-69 år,Nyrebetændelse,1988,3
Mænd,65-69 år,Nyrebetændelse,1989,6
Mænd,65-69 år,Nyrebetændelse,1990,5
Mænd,65-69 år,Nyrebetændelse,1991,1
Mænd,65-69 år,Nyrebetændelse,1992,5
Mænd,65-69 år,Nyrebetændelse,1993,4
Mænd,65-69 år,Nyrebetændelse,1994,4
Mænd,65-69 år,Nyrebetændelse,1995,3
Mænd,65-69 år,Nyrebetændelse,1996,4
Mænd,65-69 år,Nyrebetændelse,1997,6
Mænd,65-69 år,Nyrebetændelse,1998,4
Mænd,65-69 år,Nyrebetændelse,1999,9
Mænd,65-69 år,Nyrebetændelse,2000,8
Mænd,65-69 år,Nyrebetændelse,2001,4
Mænd,65-69 år,Nyrebetændelse,2002,0
Mænd,65-69 år,Nyrebetændelse,2003,1
Mænd,65-69 år,Nyrebetændelse,2004,5
Mænd,65-69 år,Nyrebetændelse,2005,1
Mænd,65-69 år,Nyrebetændelse,2006,3
Mænd,65-69 år,Nyrebetændelse,2007,1
Mænd,65-69 år,Nyrebetændelse,2008,2
Mænd,65-69 år,Nyrebetændelse,2009,1
Mænd,65-69 år,Nyrebetændelse,2010,1
Mænd,65-69 år,Nyrebetændelse,2011,1
Mænd,65-69 år,Nyrebetændelse,2012,1
Mænd,65-69 år,Nyrebetændelse,2013,0
Mænd,65-69 år,Nyrebetændelse,2014,1
Mænd,65-69 år,Infekt nyresygdomme og sten i urinorgan,1982,9
Mænd,65-69 år,Infekt nyresygdomme og sten i urinorgan,1983,10
Mænd,65-69 år,Infekt nyresygdomme og sten i urinorgan,1984,6
Mænd,65-69 år,Infekt nyresygdomme og sten i urinorgan,1985,9
Mænd,65-69 år,Infekt nyresygdomme og sten i urinorgan,1986,2
Mænd,65-69 år,Infekt nyresygdomme og sten i urinorgan,1987,7
Mænd,65-69 år,Infekt nyresygdomme og sten i urinorgan,1988,3
Mænd,65-69 år,Infekt nyresygdomme og sten i urinorgan,1989,7
Mænd,65-69 år,Infekt nyresygdomme og sten i urinorgan,1990,6
Mænd,65-69 år,Infekt nyresygdomme og sten i urinorgan,1991,2
Mænd,65-69 år,Infekt nyresygdomme og sten i urinorgan,1992,3
Mænd,65-69 år,Infekt nyresygdomme og sten i urinorgan,1993,3
Mænd,65-69 år,Infekt nyresygdomme og sten i urinorgan,1994,1
Mænd,65-69 år,Infekt nyresygdomme og sten i urinorgan,1995,4
Mænd,65-69 år,Infekt nyresygdomme og sten i urinorgan,1996,3
Mænd,65-69 år,Infekt nyresygdomme og sten i urinorgan,1997,4
Mænd,65-69 år,Infekt nyresygdomme og sten i urinorgan,1998,3
Mænd,65-69 år,Infekt nyresygdomme og sten i urinorgan,1999,1
Mænd,65-69 år,Infekt nyresygdomme og sten i urinorgan,2000,3
Mænd,65-69 år,Infekt nyresygdomme og sten i urinorgan,2001,1
Mænd,65-69 år,Infekt nyresygdomme og sten i urinorgan,2002,3
Mænd,65-69 år,Infekt nyresygdomme og sten i urinorgan,2003,2
Mænd,65-69 år,Infekt nyresygdomme og sten i urinorgan,2004,3
Mænd,65-69 år,Infekt nyresygdomme og sten i urinorgan,2005,1
Mænd,65-69 år,Infekt nyresygdomme og sten i urinorgan,2006,2
Mænd,65-69 år,Infekt nyresygdomme og sten i urinorgan,2007,2
Mænd,65-69 år,Infekt nyresygdomme og sten i urinorgan,2008,3
Mænd,65-69 år,Infekt nyresygdomme og sten i urinorgan,2009,2
Mænd,65-69 år,Infekt nyresygdomme og sten i urinorgan,2010,0
Mænd,65-69 år,Infekt nyresygdomme og sten i urinorgan,2011,3
Mænd,65-69 år,Infekt nyresygdomme og sten i urinorgan,2012,4
Mænd,65-69 år,Infekt nyresygdomme og sten i urinorgan,2013,4
Mænd,65-69 år,Infekt nyresygdomme og sten i urinorgan,2014,1
Mænd,65-69 år,"Anden sygdomme i urinveje, kønsorganer og brystkasse",1982,9
Mænd,65-69 år,"Anden sygdomme i urinveje, kønsorganer og brystkasse",1983,11
Mænd,65-69 år,"Anden sygdomme i urinveje, kønsorganer og brystkasse",1984,11
Mænd,65-69 år,"Anden sygdomme i urinveje, kønsorganer og brystkasse",1985,15
Mænd,65-69 år,"Anden sygdomme i urinveje, kønsorganer og brystkasse",1986,15
Mænd,65-69 år,"Anden sygdomme i urinveje, kønsorganer og brystkasse",1987,10
Mænd,65-69 år,"Anden sygdomme i urinveje, kønsorganer og brystkasse",1988,13
Mænd,65-69 år,"Anden sygdomme i urinveje, kønsorganer og brystkasse",1989,15
Mænd,65-69 år,"Anden sygdomme i urinveje, kønsorganer og brystkasse",1990,6
Mænd,65-69 år,"Anden sygdomme i urinveje, kønsorganer og brystkasse",1991,9
Mænd,65-69 år,"Anden sygdomme i urinveje, kønsorganer og brystkasse",1992,15
Mænd,65-69 år,"Anden sygdomme i urinveje, kønsorganer og brystkasse",1993,17
Mænd,65-69 år,"Anden sygdomme i urinveje, kønsorganer og brystkasse",1994,18
Mænd,65-69 år,"Anden sygdomme i urinveje, kønsorganer og brystkasse",1995,6
Mænd,65-69 år,"Anden sygdomme i urinveje, kønsorganer og brystkasse",1996,10
Mænd,65-69 år,"Anden sygdomme i urinveje, kønsorganer og brystkasse",1997,9
Mænd,65-69 år,"Anden sygdomme i urinveje, kønsorganer og brystkasse",1998,11
Mænd,65-69 år,"Anden sygdomme i urinveje, kønsorganer og brystkasse",1999,9
Mænd,65-69 år,"Anden sygdomme i urinveje, kønsorganer og brystkasse",2000,9
Mænd,65-69 år,"Anden sygdomme i urinveje, kønsorganer og brystkasse",2001,9
Mænd,65-69 år,"Anden sygdomme i urinveje, kønsorganer og brystkasse",2002,26
Mænd,65-69 år,"Anden sygdomme i urinveje, kønsorganer og brystkasse",2003,25
Mænd,65-69 år,"Anden sygdomme i urinveje, kønsorganer og brystkasse",2004,23
Mænd,65-69 år,"Anden sygdomme i urinveje, kønsorganer og brystkasse",2005,15
Mænd,65-69 år,"Anden sygdomme i urinveje, kønsorganer og brystkasse",2006,16
Mænd,65-69 år,"Anden sygdomme i urinveje, kønsorganer og brystkasse",2007,13
Mænd,65-69 år,"Anden sygdomme i urinveje, kønsorganer og brystkasse",2008,17
Mænd,65-69 år,"Anden sygdomme i urinveje, kønsorganer og brystkasse",2009,24
Mænd,65-69 år,"Anden sygdomme i urinveje, kønsorganer og brystkasse",2010,16
Mænd,65-69 år,"Anden sygdomme i urinveje, kønsorganer og brystkasse",2011,17
Mænd,65-69 år,"Anden sygdomme i urinveje, kønsorganer og brystkasse",2012,23
Mænd,65-69 år,"Anden sygdomme i urinveje, kønsorganer og brystkasse",2013,20
Mænd,65-69 år,"Anden sygdomme i urinveje, kønsorganer og brystkasse",2014,13
Mænd,65-69 år,"Svangerskabs- og fødselskomplikationer, moder",1982,0
Mænd,65-69 år,"Svangerskabs- og fødselskomplikationer, moder",1983,0
Mænd,65-69 år,"Svangerskabs- og fødselskomplikationer, moder",1984,0
Mænd,65-69 år,"Svangerskabs- og fødselskomplikationer, moder",1985,0
Mænd,65-69 år,"Svangerskabs- og fødselskomplikationer, moder",1986,0
Mænd,65-69 år,"Svangerskabs- og fødselskomplikationer, moder",1987,0
Mænd,65-69 år,"Svangerskabs- og fødselskomplikationer, moder",1988,0
Mænd,65-69 år,"Svangerskabs- og fødselskomplikationer, moder",1989,0
Mænd,65-69 år,"Svangerskabs- og fødselskomplikationer, moder",1990,0
Mænd,65-69 år,"Svangerskabs- og fødselskomplikationer, moder",1991,0
Mænd,65-69 år,"Svangerskabs- og fødselskomplikationer, moder",1992,0
Mænd,65-69 år,"Svangerskabs- og fødselskomplikationer, moder",1993,0
Mænd,65-69 år,"Svangerskabs- og fødselskomplikationer, moder",1994,0
Mænd,65-69 år,"Svangerskabs- og fødselskomplikationer, moder",1995,0
Mænd,65-69 år,"Svangerskabs- og fødselskomplikationer, moder",1996,0
Mænd,65-69 år,"Svangerskabs- og fødselskomplikationer, moder",1997,0
Mænd,65-69 år,"Svangerskabs- og fødselskomplikationer, moder",1998,0
Mænd,65-69 år,"Svangerskabs- og fødselskomplikationer, moder",1999,0
Mænd,65-69 år,"Svangerskabs- og fødselskomplikationer, moder",2000,0
Mænd,65-69 år,"Svangerskabs- og fødselskomplikationer, moder",2001,0
Mænd,65-69 år,"Svangerskabs- og fødselskomplikationer, moder",2002,0
Mænd,65-69 år,"Svangerskabs- og fødselskomplikationer, moder",2003,0
Mænd,65-69 år,"Svangerskabs- og fødselskomplikationer, moder",2004,0
Mænd,65-69 år,"Svangerskabs- og fødselskomplikationer, moder",2005,0
Mænd,65-69 år,"Svangerskabs- og fødselskomplikationer, moder",2006,0
Mænd,65-69 år,"Svangerskabs- og fødselskomplikationer, moder",2007,0
Mænd,65-69 år,"Svangerskabs- og fødselskomplikationer, moder",2008,0
Mænd,65-69 år,"Svangerskabs- og fødselskomplikationer, moder",2009,0
Mænd,65-69 år,"Svangerskabs- og fødselskomplikationer, moder",2010,0
Mænd,65-69 år,"Svangerskabs- og fødselskomplikationer, moder",2011,0
Mænd,65-69 år,"Svangerskabs- og fødselskomplikationer, moder",2012,0
Mænd,65-69 år,"Svangerskabs- og fødselskomplikationer, moder",2013,0
Mænd,65-69 år,"Svangerskabs- og fødselskomplikationer, moder",2014,0
Mænd,65-69 år,"Sygdomme i hud, knogle, bevægsystem og bindevæv",1982,6
Mænd,65-69 år,"Sygdomme i hud, knogle, bevægsystem og bindevæv",1983,16
Mænd,65-69 år,"Sygdomme i hud, knogle, bevægsystem og bindevæv",1984,5
Mænd,65-69 år,"Sygdomme i hud, knogle, bevægsystem og bindevæv",1985,9
Mænd,65-69 år,"Sygdomme i hud, knogle, bevægsystem og bindevæv",1986,7
Mænd,65-69 år,"Sygdomme i hud, knogle, bevægsystem og bindevæv",1987,7
Mænd,65-69 år,"Sygdomme i hud, knogle, bevægsystem og bindevæv",1988,4
Mænd,65-69 år,"Sygdomme i hud, knogle, bevægsystem og bindevæv",1989,13
Mænd,65-69 år,"Sygdomme i hud, knogle, bevægsystem og bindevæv",1990,6
Mænd,65-69 år,"Sygdomme i hud, knogle, bevægsystem og bindevæv",1991,5
Mænd,65-69 år,"Sygdomme i hud, knogle, bevægsystem og bindevæv",1992,10
Mænd,65-69 år,"Sygdomme i hud, knogle, bevægsystem og bindevæv",1993,7
Mænd,65-69 år,"Sygdomme i hud, knogle, bevægsystem og bindevæv",1994,10
Mænd,65-69 år,"Sygdomme i hud, knogle, bevægsystem og bindevæv",1995,9
Mænd,65-69 år,"Sygdomme i hud, knogle, bevægsystem og bindevæv",1996,9
Mænd,65-69 år,"Sygdomme i hud, knogle, bevægsystem og bindevæv",1997,10
Mænd,65-69 år,"Sygdomme i hud, knogle, bevægsystem og bindevæv",1998,18
Mænd,65-69 år,"Sygdomme i hud, knogle, bevægsystem og bindevæv",1999,8
Mænd,65-69 år,"Sygdomme i hud, knogle, bevægsystem og bindevæv",2000,12
Mænd,65-69 år,"Sygdomme i hud, knogle, bevægsystem og bindevæv",2001,5
Mænd,65-69 år,"Sygdomme i hud, knogle, bevægsystem og bindevæv",2002,14
Mænd,65-69 år,"Sygdomme i hud, knogle, bevægsystem og bindevæv",2003,11
Mænd,65-69 år,"Sygdomme i hud, knogle, bevægsystem og bindevæv",2004,12
Mænd,65-69 år,"Sygdomme i hud, knogle, bevægsystem og bindevæv",2005,18
Mænd,65-69 år,"Sygdomme i hud, knogle, bevægsystem og bindevæv",2006,22
Mænd,65-69 år,"Sygdomme i hud, knogle, bevægsystem og bindevæv",2007,13
Mænd,65-69 år,"Sygdomme i hud, knogle, bevægsystem og bindevæv",2008,10
Mænd,65-69 år,"Sygdomme i hud, knogle, bevægsystem og bindevæv",2009,13
Mænd,65-69 år,"Sygdomme i hud, knogle, bevægsystem og bindevæv",2010,7
Mænd,65-69 år,"Sygdomme i hud, knogle, bevægsystem og bindevæv",2011,15
Mænd,65-69 år,"Sygdomme i hud, knogle, bevægsystem og bindevæv",2012,9
Mænd,65-69 år,"Sygdomme i hud, knogle, bevægsystem og bindevæv",2013,15
Mænd,65-69 år,"Sygdomme i hud, knogle, bevægsystem og bindevæv",2014,11
Mænd,65-69 år,"Medfødte misdannelser, hjerte/kredsløb",1982,1
Mænd,65-69 år,"Medfødte misdannelser, hjerte/kredsløb",1983,2
Mænd,65-69 år,"Medfødte misdannelser, hjerte/kredsløb",1984,3
Mænd,65-69 år,"Medfødte misdannelser, hjerte/kredsløb",1985,1
Mænd,65-69 år,"Medfødte misdannelser, hjerte/kredsløb",1986,2
Mænd,65-69 år,"Medfødte misdannelser, hjerte/kredsløb",1987,1
Mænd,65-69 år,"Medfødte misdannelser, hjerte/kredsløb",1988,1
Mænd,65-69 år,"Medfødte misdannelser, hjerte/kredsløb",1989,4
Mænd,65-69 år,"Medfødte misdannelser, hjerte/kredsløb",1990,2
Mænd,65-69 år,"Medfødte misdannelser, hjerte/kredsløb",1991,2
Mænd,65-69 år,"Medfødte misdannelser, hjerte/kredsløb",1992,2
Mænd,65-69 år,"Medfødte misdannelser, hjerte/kredsløb",1993,2
