Køn;Beskæftigelsesstatus;Alder;År;Kvartal;Procent
Mænd;Erhvervsfrekvens;15-24 år;2005;1;75,4
Mænd;Erhvervsfrekvens;15-24 år;2005;2;74,3
Mænd;Erhvervsfrekvens;15-24 år;2005;3;73,7
Mænd;Erhvervsfrekvens;15-24 år;2005;4;71,7
Mænd;Erhvervsfrekvens;15-24 år;2006;1;73,2
Mænd;Erhvervsfrekvens;15-24 år;2006;2;72
Mænd;Erhvervsfrekvens;15-24 år;2006;3;78,5
Mænd;Erhvervsfrekvens;15-24 år;2006;4;74,5
Mænd;Erhvervsfrekvens;15-24 år;2007;1;73,9
Mænd;Erhvervsfrekvens;15-24 år;2007;2;73,7
Mænd;Erhvervsfrekvens;15-24 år;2007;3;72
Mænd;Erhvervsfrekvens;15-24 år;2007;4;69,5
Mænd;Erhvervsfrekvens;15-24 år;2008;1;69,6
Mænd;Erhvervsfrekvens;15-24 år;2008;2;74,4
Mænd;Erhvervsfrekvens;15-24 år;2008;3;74,2
Mænd;Erhvervsfrekvens;15-24 år;2008;4;74
Mænd;Erhvervsfrekvens;15-24 år;2009;1;74,2
Mænd;Erhvervsfrekvens;15-24 år;2009;2;74,1
Mænd;Erhvervsfrekvens;15-24 år;2009;3;72,3
Mænd;Erhvervsfrekvens;15-24 år;2009;4;67,1
Mænd;Erhvervsfrekvens;15-24 år;2010;1;67,7
Mænd;Erhvervsfrekvens;15-24 år;2010;2;69,7
Mænd;Erhvervsfrekvens;15-24 år;2010;3;66,8
Mænd;Erhvervsfrekvens;15-24 år;2010;4;66,7
Mænd;Erhvervsfrekvens;15-24 år;2011;1;67,5
Mænd;Erhvervsfrekvens;15-24 år;2011;2;67,6
Mænd;Erhvervsfrekvens;15-24 år;2011;3;68,2
Mænd;Erhvervsfrekvens;15-24 år;2011;4;65,7
Mænd;Erhvervsfrekvens;15-24 år;2012;1;64,4
Mænd;Erhvervsfrekvens;15-24 år;2012;2;65,9
Mænd;Erhvervsfrekvens;15-24 år;2012;3;64,6
Mænd;Erhvervsfrekvens;15-24 år;2012;4;62,1
Mænd;Erhvervsfrekvens;15-24 år;2013;1;62
Mænd;Erhvervsfrekvens;15-24 år;2013;2;61,6
Mænd;Erhvervsfrekvens;15-24 år;2013;3;61,9
Mænd;Erhvervsfrekvens;15-24 år;2013;4;59,2
Mænd;Erhvervsfrekvens;15-24 år;2014;1;60,1
Mænd;Erhvervsfrekvens;15-24 år;2014;2;59,4
Mænd;Erhvervsfrekvens;15-24 år;2014;3;63,3
Mænd;Erhvervsfrekvens;15-24 år;2014;4;62
Mænd;Erhvervsfrekvens;15-24 år;2015;1;60,1
Mænd;Erhvervsfrekvens;15-24 år;2015;2;60,4
Mænd;Erhvervsfrekvens;15-24 år;2015;3;63,9
Mænd;Erhvervsfrekvens;25-34 år;1996;1;92,4
Mænd;Erhvervsfrekvens;25-34 år;1996;2;93,5
Mænd;Erhvervsfrekvens;25-34 år;1996;3;90,9
Mænd;Erhvervsfrekvens;25-34 år;1996;4;92,4
Mænd;Erhvervsfrekvens;25-34 år;1997;1;92,8
Mænd;Erhvervsfrekvens;25-34 år;1997;2;93,3
Mænd;Erhvervsfrekvens;25-34 år;1997;3;92
Mænd;Erhvervsfrekvens;25-34 år;1997;4;94
Mænd;Erhvervsfrekvens;25-34 år;1998;1;92,4
Mænd;Erhvervsfrekvens;25-34 år;1998;2;92,4
Mænd;Erhvervsfrekvens;25-34 år;1998;3;93,7
Mænd;Erhvervsfrekvens;25-34 år;1998;4;92,6
Mænd;Erhvervsfrekvens;25-34 år;1999;1;94
Mænd;Erhvervsfrekvens;25-34 år;1999;2;93,4
Mænd;Erhvervsfrekvens;25-34 år;1999;3;94,9
Mænd;Erhvervsfrekvens;25-34 år;1999;4;93,9
Mænd;Erhvervsfrekvens;25-34 år;2000;1;92
Mænd;Erhvervsfrekvens;25-34 år;2000;2;92,4
Mænd;Erhvervsfrekvens;25-34 år;2000;3;90,8
Mænd;Erhvervsfrekvens;25-34 år;2000;4;92,3
Mænd;Erhvervsfrekvens;25-34 år;2001;1;91,2
Mænd;Erhvervsfrekvens;25-34 år;2001;2;91,3
Mænd;Erhvervsfrekvens;25-34 år;2001;3;91,4
Mænd;Erhvervsfrekvens;25-34 år;2001;4;89,8
Mænd;Erhvervsfrekvens;25-34 år;2002;1;89,9
Mænd;Erhvervsfrekvens;25-34 år;2002;2;93,2
Mænd;Erhvervsfrekvens;25-34 år;2002;3;93,3
Mænd;Erhvervsfrekvens;25-34 år;2002;4;91,1
Mænd;Erhvervsfrekvens;25-34 år;2003;1;91,6
Mænd;Erhvervsfrekvens;25-34 år;2003;2;91,8
Mænd;Erhvervsfrekvens;25-34 år;2003;3;91,2
Mænd;Erhvervsfrekvens;25-34 år;2003;4;92,4
Mænd;Erhvervsfrekvens;25-34 år;2004;1;89
Mænd;Erhvervsfrekvens;25-34 år;2004;2;89,8
Mænd;Erhvervsfrekvens;25-34 år;2004;3;90,3
Mænd;Erhvervsfrekvens;25-34 år;2004;4;91,8
Mænd;Erhvervsfrekvens;25-34 år;2005;1;90,1
Mænd;Erhvervsfrekvens;25-34 år;2005;2;89,8
Mænd;Erhvervsfrekvens;25-34 år;2005;3;91,9
Mænd;Erhvervsfrekvens;25-34 år;2005;4;91,4
Mænd;Erhvervsfrekvens;25-34 år;2006;1;92,2
Mænd;Erhvervsfrekvens;25-34 år;2006;2;90,5
Mænd;Erhvervsfrekvens;25-34 år;2006;3;93,2
Mænd;Erhvervsfrekvens;25-34 år;2006;4;92,7
Mænd;Erhvervsfrekvens;25-34 år;2007;1;92,7
Mænd;Erhvervsfrekvens;25-34 år;2007;2;92,9
Mænd;Erhvervsfrekvens;25-34 år;2007;3;92,4
Mænd;Erhvervsfrekvens;25-34 år;2007;4;91,2
Mænd;Erhvervsfrekvens;25-34 år;2008;1;90,9
Mænd;Erhvervsfrekvens;25-34 år;2008;2;93,4
Mænd;Erhvervsfrekvens;25-34 år;2008;3;94,5
Mænd;Erhvervsfrekvens;25-34 år;2008;4;91,3
Mænd;Erhvervsfrekvens;25-34 år;2009;1;92,6
Mænd;Erhvervsfrekvens;25-34 år;2009;2;90,5
Mænd;Erhvervsfrekvens;25-34 år;2009;3;91
Mænd;Erhvervsfrekvens;25-34 år;2009;4;89,3
Mænd;Erhvervsfrekvens;25-34 år;2010;1;90,4
Mænd;Erhvervsfrekvens;25-34 år;2010;2;88,8
Mænd;Erhvervsfrekvens;25-34 år;2010;3;89,9
Mænd;Erhvervsfrekvens;25-34 år;2010;4;91
Mænd;Erhvervsfrekvens;25-34 år;2011;1;88,7
Mænd;Erhvervsfrekvens;25-34 år;2011;2;89,3
Mænd;Erhvervsfrekvens;25-34 år;2011;3;90,5
Mænd;Erhvervsfrekvens;25-34 år;2011;4;88,7
Mænd;Erhvervsfrekvens;25-34 år;2012;1;89,4
Mænd;Erhvervsfrekvens;25-34 år;2012;2;89
Mænd;Erhvervsfrekvens;25-34 år;2012;3;88,3
Mænd;Erhvervsfrekvens;25-34 år;2012;4;87,5
Mænd;Erhvervsfrekvens;25-34 år;2013;1;88,9
Mænd;Erhvervsfrekvens;25-34 år;2013;2;88,5
Mænd;Erhvervsfrekvens;25-34 år;2013;3;88,6
Mænd;Erhvervsfrekvens;25-34 år;2013;4;87,5
Mænd;Erhvervsfrekvens;25-34 år;2014;1;85
Mænd;Erhvervsfrekvens;25-34 år;2014;2;87,6
Mænd;Erhvervsfrekvens;25-34 år;2014;3;89,8
Mænd;Erhvervsfrekvens;25-34 år;2014;4;86,3
Mænd;Erhvervsfrekvens;25-34 år;2015;1;87,5
Mænd;Erhvervsfrekvens;25-34 år;2015;2;88,5
Mænd;Erhvervsfrekvens;25-34 år;2015;3;87,3
Mænd;Erhvervsfrekvens;35-44 år;1996;1;95
Mænd;Erhvervsfrekvens;35-44 år;1996;2;94,3
Mænd;Erhvervsfrekvens;35-44 år;1996;3;94,6
Mænd;Erhvervsfrekvens;35-44 år;1996;4;92,9
Mænd;Erhvervsfrekvens;35-44 år;1997;1;93
Mænd;Erhvervsfrekvens;35-44 år;1997;2;93,2
Mænd;Erhvervsfrekvens;35-44 år;1997;3;94,4
Mænd;Erhvervsfrekvens;35-44 år;1997;4;93,3
Mænd;Erhvervsfrekvens;35-44 år;1998;1;93,4
Mænd;Erhvervsfrekvens;35-44 år;1998;2;93,4
Mænd;Erhvervsfrekvens;35-44 år;1998;3;92,6
Mænd;Erhvervsfrekvens;35-44 år;1998;4;91,8
Mænd;Erhvervsfrekvens;35-44 år;1999;1;92,2
Mænd;Erhvervsfrekvens;35-44 år;1999;2;94,3
Mænd;Erhvervsfrekvens;35-44 år;1999;3;93,7
Mænd;Erhvervsfrekvens;35-44 år;1999;4;93
Mænd;Erhvervsfrekvens;35-44 år;2000;1;92,5
Mænd;Erhvervsfrekvens;35-44 år;2000;2;92,8
Mænd;Erhvervsfrekvens;35-44 år;2000;3;94,3
Mænd;Erhvervsfrekvens;35-44 år;2000;4;92,8
Mænd;Erhvervsfrekvens;35-44 år;2001;1;92,1
Mænd;Erhvervsfrekvens;35-44 år;2001;2;93,1
Mænd;Erhvervsfrekvens;35-44 år;2001;3;93,3
Mænd;Erhvervsfrekvens;35-44 år;2001;4;94,2
Mænd;Erhvervsfrekvens;35-44 år;2002;1;93
Mænd;Erhvervsfrekvens;35-44 år;2002;2;92,9
Mænd;Erhvervsfrekvens;35-44 år;2002;3;93,1
Mænd;Erhvervsfrekvens;35-44 år;2002;4;93,9
Mænd;Erhvervsfrekvens;35-44 år;2003;1;92,3
Mænd;Erhvervsfrekvens;35-44 år;2003;2;93,4
Mænd;Erhvervsfrekvens;35-44 år;2003;3;92,5
Mænd;Erhvervsfrekvens;35-44 år;2003;4;93,4
Mænd;Erhvervsfrekvens;35-44 år;2004;1;94,3
Mænd;Erhvervsfrekvens;35-44 år;2004;2;93,3
Mænd;Erhvervsfrekvens;35-44 år;2004;3;92,7
Mænd;Erhvervsfrekvens;35-44 år;2004;4;94,1
Mænd;Erhvervsfrekvens;35-44 år;2005;1;93,4
Mænd;Erhvervsfrekvens;35-44 år;2005;2;92,7
Mænd;Erhvervsfrekvens;35-44 år;2005;3;92,2
Mænd;Erhvervsfrekvens;35-44 år;2005;4;94,7
Mænd;Erhvervsfrekvens;35-44 år;2006;1;92,7
Mænd;Erhvervsfrekvens;35-44 år;2006;2;93,6
Mænd;Erhvervsfrekvens;35-44 år;2006;3;94
Mænd;Erhvervsfrekvens;35-44 år;2006;4;94,7
Mænd;Erhvervsfrekvens;35-44 år;2007;1;94
Mænd;Erhvervsfrekvens;35-44 år;2007;2;93,5
Mænd;Erhvervsfrekvens;35-44 år;2007;3;93,6
Mænd;Erhvervsfrekvens;35-44 år;2007;4;95,2
Mænd;Erhvervsfrekvens;35-44 år;2008;1;94,6
Mænd;Erhvervsfrekvens;35-44 år;2008;2;94
Mænd;Erhvervsfrekvens;35-44 år;2008;3;95,3
Mænd;Erhvervsfrekvens;35-44 år;2008;4;95,5
Mænd;Erhvervsfrekvens;35-44 år;2009;1;93,9
Mænd;Erhvervsfrekvens;35-44 år;2009;2;93,2
Mænd;Erhvervsfrekvens;35-44 år;2009;3;93,8
Mænd;Erhvervsfrekvens;35-44 år;2009;4;93,5
Mænd;Erhvervsfrekvens;35-44 år;2010;1;94,8
Mænd;Erhvervsfrekvens;35-44 år;2010;2;94,7
Mænd;Erhvervsfrekvens;35-44 år;2010;3;94
Mænd;Erhvervsfrekvens;35-44 år;2010;4;93,8
Mænd;Erhvervsfrekvens;35-44 år;2011;1;92,9
Mænd;Erhvervsfrekvens;35-44 år;2011;2;93,5
Mænd;Erhvervsfrekvens;35-44 år;2011;3;94,3
Mænd;Erhvervsfrekvens;35-44 år;2011;4;94,8
Mænd;Erhvervsfrekvens;35-44 år;2012;1;93,6
Mænd;Erhvervsfrekvens;35-44 år;2012;2;92,2
Mænd;Erhvervsfrekvens;35-44 år;2012;3;92,2
Mænd;Erhvervsfrekvens;35-44 år;2012;4;92,1
Mænd;Erhvervsfrekvens;35-44 år;2013;1;94,2
Mænd;Erhvervsfrekvens;35-44 år;2013;2;92,5
Mænd;Erhvervsfrekvens;35-44 år;2013;3;92
Mænd;Erhvervsfrekvens;35-44 år;2013;4;91,5
Mænd;Erhvervsfrekvens;35-44 år;2014;1;93,4
Mænd;Erhvervsfrekvens;35-44 år;2014;2;93,9
Mænd;Erhvervsfrekvens;35-44 år;2014;3;93,8
Mænd;Erhvervsfrekvens;35-44 år;2014;4;92,4
Mænd;Erhvervsfrekvens;35-44 år;2015;1;93,2
Mænd;Erhvervsfrekvens;35-44 år;2015;2;94
Mænd;Erhvervsfrekvens;35-44 år;2015;3;92,8
Mænd;Erhvervsfrekvens;45-54 år;1996;1;90
Mænd;Erhvervsfrekvens;45-54 år;1996;2;90,5
Mænd;Erhvervsfrekvens;45-54 år;1996;3;88,9
Mænd;Erhvervsfrekvens;45-54 år;1996;4;89,4
Mænd;Erhvervsfrekvens;45-54 år;1997;1;88,8
Mænd;Erhvervsfrekvens;45-54 år;1997;2;91,1
Mænd;Erhvervsfrekvens;45-54 år;1997;3;91,3
Mænd;Erhvervsfrekvens;45-54 år;1997;4;90,3
Mænd;Erhvervsfrekvens;45-54 år;1998;1;90,1
Mænd;Erhvervsfrekvens;45-54 år;1998;2;90
Mænd;Erhvervsfrekvens;45-54 år;1998;3;89,6
Mænd;Erhvervsfrekvens;45-54 år;1998;4;91,4
Mænd;Erhvervsfrekvens;45-54 år;1999;1;88,9
Mænd;Erhvervsfrekvens;45-54 år;1999;2;89,8
Mænd;Erhvervsfrekvens;45-54 år;1999;3;89,6
Mænd;Erhvervsfrekvens;45-54 år;1999;4;89,6
Mænd;Erhvervsfrekvens;45-54 år;2000;1;89,1
Mænd;Erhvervsfrekvens;45-54 år;2000;2;89,2
Mænd;Erhvervsfrekvens;45-54 år;2000;3;90,9
Mænd;Erhvervsfrekvens;45-54 år;2000;4;91
Mænd;Erhvervsfrekvens;45-54 år;2001;1;89,3
Mænd;Erhvervsfrekvens;45-54 år;2001;2;90,1
Mænd;Erhvervsfrekvens;45-54 år;2001;3;90
Mænd;Erhvervsfrekvens;45-54 år;2001;4;91,1
Mænd;Erhvervsfrekvens;45-54 år;2002;1;89,3
Mænd;Erhvervsfrekvens;45-54 år;2002;2;89
Mænd;Erhvervsfrekvens;45-54 år;2002;3;91,5
Mænd;Erhvervsfrekvens;45-54 år;2002;4;92,3
Mænd;Erhvervsfrekvens;45-54 år;2003;1;89,9
Mænd;Erhvervsfrekvens;45-54 år;2003;2;90,5
Mænd;Erhvervsfrekvens;45-54 år;2003;3;90,1
Mænd;Erhvervsfrekvens;45-54 år;2003;4;90,6
Mænd;Erhvervsfrekvens;45-54 år;2004;1;90,4
Mænd;Erhvervsfrekvens;45-54 år;2004;2;90,7
Mænd;Erhvervsfrekvens;45-54 år;2004;3;91,4
Mænd;Erhvervsfrekvens;45-54 år;2004;4;90,2
Mænd;Erhvervsfrekvens;45-54 år;2005;1;90,5
Mænd;Erhvervsfrekvens;45-54 år;2005;2;90,6
Mænd;Erhvervsfrekvens;45-54 år;2005;3;91,8
Mænd;Erhvervsfrekvens;45-54 år;2005;4;91,1
Mænd;Erhvervsfrekvens;45-54 år;2006;1;90,4
Mænd;Erhvervsfrekvens;45-54 år;2006;2;90,5
Mænd;Erhvervsfrekvens;45-54 år;2006;3;91
Mænd;Erhvervsfrekvens;45-54 år;2006;4;91,8
Mænd;Erhvervsfrekvens;45-54 år;2007;1;90
Mænd;Erhvervsfrekvens;45-54 år;2007;2;90
Mænd;Erhvervsfrekvens;45-54 år;2007;3;91
Mænd;Erhvervsfrekvens;45-54 år;2007;4;90,7
Mænd;Erhvervsfrekvens;45-54 år;2008;1;91,2
Mænd;Erhvervsfrekvens;45-54 år;2008;2;92,3
Mænd;Erhvervsfrekvens;45-54 år;2008;3;93,5
Mænd;Erhvervsfrekvens;45-54 år;2008;4;91,7
Mænd;Erhvervsfrekvens;45-54 år;2009;1;91
Mænd;Erhvervsfrekvens;45-54 år;2009;2;91,3
Mænd;Erhvervsfrekvens;45-54 år;2009;3;92,5
Mænd;Erhvervsfrekvens;45-54 år;2009;4;92,3
Mænd;Erhvervsfrekvens;45-54 år;2010;1;91,9
Mænd;Erhvervsfrekvens;45-54 år;2010;2;91,3
Mænd;Erhvervsfrekvens;45-54 år;2010;3;90,7
Mænd;Erhvervsfrekvens;45-54 år;2010;4;91,4
Mænd;Erhvervsfrekvens;45-54 år;2011;1;93
Mænd;Erhvervsfrekvens;45-54 år;2011;2;91
Mænd;Erhvervsfrekvens;45-54 år;2011;3;90,1
Mænd;Erhvervsfrekvens;45-54 år;2011;4;90,2
Mænd;Erhvervsfrekvens;45-54 år;2012;1;90,4
Mænd;Erhvervsfrekvens;45-54 år;2012;2;90
Mænd;Erhvervsfrekvens;45-54 år;2012;3;91
Mænd;Erhvervsfrekvens;45-54 år;2012;4;90,8
Mænd;Erhvervsfrekvens;45-54 år;2013;1;89,9
Mænd;Erhvervsfrekvens;45-54 år;2013;2;89,1
Mænd;Erhvervsfrekvens;45-54 år;2013;3;89,8
Mænd;Erhvervsfrekvens;45-54 år;2013;4;88,8
Mænd;Erhvervsfrekvens;45-54 år;2014;1;89,8
Mænd;Erhvervsfrekvens;45-54 år;2014;2;89,3
Mænd;Erhvervsfrekvens;45-54 år;2014;3;90,2
Mænd;Erhvervsfrekvens;45-54 år;2014;4;90,9
Mænd;Erhvervsfrekvens;45-54 år;2015;1;90,3
Mænd;Erhvervsfrekvens;45-54 år;2015;2;90,9
Mænd;Erhvervsfrekvens;45-54 år;2015;3;92,2
Mænd;Erhvervsfrekvens;55-64 år;1996;1;63,3
Mænd;Erhvervsfrekvens;55-64 år;1996;2;61
Mænd;Erhvervsfrekvens;55-64 år;1996;3;63,9
Mænd;Erhvervsfrekvens;55-64 år;1996;4;64
Mænd;Erhvervsfrekvens;55-64 år;1997;1;62,5
Mænd;Erhvervsfrekvens;55-64 år;1997;2;60,7
Mænd;Erhvervsfrekvens;55-64 år;1997;3;62,2
Mænd;Erhvervsfrekvens;55-64 år;1997;4;63,2
Mænd;Erhvervsfrekvens;55-64 år;1998;1;63,5
Mænd;Erhvervsfrekvens;55-64 år;1998;2;58,6
Mænd;Erhvervsfrekvens;55-64 år;1998;3;63,3
Mænd;Erhvervsfrekvens;55-64 år;1998;4;67,8
Mænd;Erhvervsfrekvens;55-64 år;1999;1;64,8
Mænd;Erhvervsfrekvens;55-64 år;1999;2;59,9
Mænd;Erhvervsfrekvens;55-64 år;1999;3;61,1
Mænd;Erhvervsfrekvens;55-64 år;1999;4;66,5
Mænd;Erhvervsfrekvens;55-64 år;2000;1;67,7
Mænd;Erhvervsfrekvens;55-64 år;2000;2;64,3
Mænd;Erhvervsfrekvens;55-64 år;2000;3;66,8
Mænd;Erhvervsfrekvens;55-64 år;2000;4;68,1
Mænd;Erhvervsfrekvens;55-64 år;2001;1;66
Mænd;Erhvervsfrekvens;55-64 år;2001;2;65,6
Mænd;Erhvervsfrekvens;55-64 år;2001;3;68,9
Mænd;Erhvervsfrekvens;55-64 år;2001;4;72,7
Mænd;Erhvervsfrekvens;55-64 år;2002;1;68,3
Mænd;Erhvervsfrekvens;55-64 år;2002;2;67,8
Mænd;Erhvervsfrekvens;55-64 år;2002;3;67,2
Mænd;Erhvervsfrekvens;55-64 år;2002;4;65,3
Mænd;Erhvervsfrekvens;55-64 år;2003;1;68,8
Mænd;Erhvervsfrekvens;55-64 år;2003;2;70,9
Mænd;Erhvervsfrekvens;55-64 år;2003;3;73,6
Mænd;Erhvervsfrekvens;55-64 år;2003;4;68,9
Mænd;Erhvervsfrekvens;55-64 år;2004;1;68,5
Mænd;Erhvervsfrekvens;55-64 år;2004;2;73,2
Mænd;Erhvervsfrekvens;55-64 år;2004;3;71,8
Mænd;Erhvervsfrekvens;55-64 år;2004;4;70,3
Mænd;Erhvervsfrekvens;55-64 år;2005;1;69,6
Mænd;Erhvervsfrekvens;55-64 år;2005;2;70,3
Mænd;Erhvervsfrekvens;55-64 år;2005;3;68,6
Mænd;Erhvervsfrekvens;55-64 år;2005;4;66,8
Mænd;Erhvervsfrekvens;55-64 år;2006;1;67,9
Mænd;Erhvervsfrekvens;55-64 år;2006;2;70,6
Mænd;Erhvervsfrekvens;55-64 år;2006;3;69,3
Mænd;Erhvervsfrekvens;55-64 år;2006;4;70,3
Mænd;Erhvervsfrekvens;55-64 år;2007;1;68,3
Mænd;Erhvervsfrekvens;55-64 år;2007;2;66,7
Mænd;Erhvervsfrekvens;55-64 år;2007;3;67,2
Mænd;Erhvervsfrekvens;55-64 år;2007;4;65,6
Mænd;Erhvervsfrekvens;55-64 år;2008;1;66,2
Mænd;Erhvervsfrekvens;55-64 år;2008;2;66,1
Mænd;Erhvervsfrekvens;55-64 år;2008;3;67,5
Mænd;Erhvervsfrekvens;55-64 år;2008;4;67,6
Mænd;Erhvervsfrekvens;55-64 år;2009;1;66,1
Mænd;Erhvervsfrekvens;55-64 år;2009;2;68
Mænd;Erhvervsfrekvens;55-64 år;2009;3;69,5
Mænd;Erhvervsfrekvens;55-64 år;2009;4;68,7
Mænd;Erhvervsfrekvens;55-64 år;2010;1;67,7
Mænd;Erhvervsfrekvens;55-64 år;2010;2;67
Mænd;Erhvervsfrekvens;55-64 år;2010;3;68,6
Mænd;Erhvervsfrekvens;55-64 år;2010;4;67,9
Mænd;Erhvervsfrekvens;55-64 år;2011;1;67,5
Mænd;Erhvervsfrekvens;55-64 år;2011;2;68
Mænd;Erhvervsfrekvens;55-64 år;2011;3;68,6
Mænd;Erhvervsfrekvens;55-64 år;2011;4;69,3
Mænd;Erhvervsfrekvens;55-64 år;2012;1;69
Mænd;Erhvervsfrekvens;55-64 år;2012;2;69,5
Mænd;Erhvervsfrekvens;55-64 år;2012;3;69,3
Mænd;Erhvervsfrekvens;55-64 år;2012;4;71,7
Mænd;Erhvervsfrekvens;55-64 år;2013;1;70
Mænd;Erhvervsfrekvens;55-64 år;2013;2;69,7
Mænd;Erhvervsfrekvens;55-64 år;2013;3;70,5
Mænd;Erhvervsfrekvens;55-64 år;2013;4;70,5
Mænd;Erhvervsfrekvens;55-64 år;2014;1;70,8
Mænd;Erhvervsfrekvens;55-64 år;2014;2;72,1
Mænd;Erhvervsfrekvens;55-64 år;2014;3;73,7
Mænd;Erhvervsfrekvens;55-64 år;2014;4;73,8
Mænd;Erhvervsfrekvens;55-64 år;2015;1;73,1
Mænd;Erhvervsfrekvens;55-64 år;2015;2;72,8
Mænd;Erhvervsfrekvens;55-64 år;2015;3;72,4
Kvinder;Beskæftigelsesfrekvens;15-24 år;1996;1;58,9
Kvinder;Beskæftigelsesfrekvens;15-24 år;1996;2;64,4
Kvinder;Beskæftigelsesfrekvens;15-24 år;1996;3;64,6
Kvinder;Beskæftigelsesfrekvens;15-24 år;1996;4;68,6
Kvinder;Beskæftigelsesfrekvens;15-24 år;1997;1;64,8
Kvinder;Beskæftigelsesfrekvens;15-24 år;1997;2;65,3
Kvinder;Beskæftigelsesfrekvens;15-24 år;1997;3;69,6
Kvinder;Beskæftigelsesfrekvens;15-24 år;1997;4;69,3
Kvinder;Beskæftigelsesfrekvens;15-24 år;1998;1;65,1
Kvinder;Beskæftigelsesfrekvens;15-24 år;1998;2;67,5
Kvinder;Beskæftigelsesfrekvens;15-24 år;1998;3;68,8
Kvinder;Beskæftigelsesfrekvens;15-24 år;1998;4;65,8
Kvinder;Beskæftigelsesfrekvens;15-24 år;1999;1;63,6
Kvinder;Beskæftigelsesfrekvens;15-24 år;1999;2;64,6
Kvinder;Beskæftigelsesfrekvens;15-24 år;1999;3;67,9
Kvinder;Beskæftigelsesfrekvens;15-24 år;1999;4;64,1
Kvinder;Beskæftigelsesfrekvens;15-24 år;2000;1;67,6
Kvinder;Beskæftigelsesfrekvens;15-24 år;2000;2;66,1
Kvinder;Beskæftigelsesfrekvens;15-24 år;2000;3;63,4
Kvinder;Beskæftigelsesfrekvens;15-24 år;2000;4;65,8
Kvinder;Beskæftigelsesfrekvens;15-24 år;2001;1;60,3
Kvinder;Beskæftigelsesfrekvens;15-24 år;2001;2;61,2
Kvinder;Beskæftigelsesfrekvens;15-24 år;2001;3;65,3
Kvinder;Beskæftigelsesfrekvens;15-24 år;2001;4;61,7
Kvinder;Beskæftigelsesfrekvens;15-24 år;2002;1;60,7
Kvinder;Beskæftigelsesfrekvens;15-24 år;2002;2;66,1
Kvinder;Beskæftigelsesfrekvens;15-24 år;2002;3;64,1
Kvinder;Beskæftigelsesfrekvens;15-24 år;2002;4;63,2
Kvinder;Beskæftigelsesfrekvens;15-24 år;2003;1;53,9
Kvinder;Beskæftigelsesfrekvens;15-24 år;2003;2;59,6
Kvinder;Beskæftigelsesfrekvens;15-24 år;2003;3;64
Kvinder;Beskæftigelsesfrekvens;15-24 år;2003;4;60,7
Kvinder;Beskæftigelsesfrekvens;15-24 år;2004;1;60,6
Kvinder;Beskæftigelsesfrekvens;15-24 år;2004;2;62
Kvinder;Beskæftigelsesfrekvens;15-24 år;2004;3;65,8
Kvinder;Beskæftigelsesfrekvens;15-24 år;2004;4;66,1
Kvinder;Beskæftigelsesfrekvens;15-24 år;2005;1;60,3
Kvinder;Beskæftigelsesfrekvens;15-24 år;2005;2;60,2
Kvinder;Beskæftigelsesfrekvens;15-24 år;2005;3;66,1
Kvinder;Beskæftigelsesfrekvens;15-24 år;2005;4;67
Kvinder;Beskæftigelsesfrekvens;15-24 år;2006;1;63,2
Kvinder;Beskæftigelsesfrekvens;15-24 år;2006;2;67
Kvinder;Beskæftigelsesfrekvens;15-24 år;2006;3;69,8
Kvinder;Beskæftigelsesfrekvens;15-24 år;2006;4;67,4
Kvinder;Beskæftigelsesfrekvens;15-24 år;2007;1;64,2
Kvinder;Beskæftigelsesfrekvens;15-24 år;2007;2;66,5
Kvinder;Beskæftigelsesfrekvens;15-24 år;2007;3;63,6
Kvinder;Beskæftigelsesfrekvens;15-24 år;2007;4;61,9
Kvinder;Beskæftigelsesfrekvens;15-24 år;2008;1;61,1
Kvinder;Beskæftigelsesfrekvens;15-24 år;2008;2;66,5
Kvinder;Beskæftigelsesfrekvens;15-24 år;2008;3;66,9
Kvinder;Beskæftigelsesfrekvens;15-24 år;2008;4;66,6
Kvinder;Beskæftigelsesfrekvens;15-24 år;2009;1;63,5
Kvinder;Beskæftigelsesfrekvens;15-24 år;2009;2;63,8
Kvinder;Beskæftigelsesfrekvens;15-24 år;2009;3;63,8
Kvinder;Beskæftigelsesfrekvens;15-24 år;2009;4;60,3
Kvinder;Beskæftigelsesfrekvens;15-24 år;2010;1;59,1
Kvinder;Beskæftigelsesfrekvens;15-24 år;2010;2;62,5
Kvinder;Beskæftigelsesfrekvens;15-24 år;2010;3;60,1
Kvinder;Beskæftigelsesfrekvens;15-24 år;2010;4;56,5
Kvinder;Beskæftigelsesfrekvens;15-24 år;2011;1;58,9
Kvinder;Beskæftigelsesfrekvens;15-24 år;2011;2;61,1
Kvinder;Beskæftigelsesfrekvens;15-24 år;2011;3;59,6
Kvinder;Beskæftigelsesfrekvens;15-24 år;2011;4;54,7
Kvinder;Beskæftigelsesfrekvens;15-24 år;2012;1;54,3
Kvinder;Beskæftigelsesfrekvens;15-24 år;2012;2;57
Kvinder;Beskæftigelsesfrekvens;15-24 år;2012;3;57,5
Kvinder;Beskæftigelsesfrekvens;15-24 år;2012;4;53,1
Kvinder;Beskæftigelsesfrekvens;15-24 år;2013;1;54,3
Kvinder;Beskæftigelsesfrekvens;15-24 år;2013;2;55,9
Kvinder;Beskæftigelsesfrekvens;15-24 år;2013;3;57,2
